Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
pericycle	ATHB12	ORA47	19	763	451	0.0636292	0.414227	1	1	AT1G19570;AT1G20823;AT1G31050;AT1G33700;AT1G68620;AT2G01520;AT2G36650;AT2G40900;AT3G23340;AT3G57540;AT4G13290;AT4G15990;AT4G27830;AT4G28250;AT4G33770;AT5G01740;AT5G50720;AT5G52310;AT5G62360;
pericycle	ATHB12	ORA47_2	12	762	451	0.645324	0.645324	1	1	AT1G19570;AT1G21100;AT1G31050;AT3G12580;AT3G18280;AT3G60490;AT3G61220;AT4G13290;AT4G15990;AT4G28250;AT5G10625;AT5G13080;
pericycle	ATHB12	PIF3	17	804	451	0.210186	0.627908	1	1	AT1G11330;AT1G19570;AT1G31050;AT1G68620;AT1G80340;AT2G28250;AT2G30860;AT2G40900;AT3G47620;AT3G51820;AT3G57540;AT3G61890;AT4G13290;AT4G15990;AT4G23500;AT4G39770;AT5G04950;
pericycle	ATHB12	PIF4	8	863	451	0.980375	0.980375	1	1	AT1G19570;AT1G68620;AT2G30860;AT2G40900;AT3G51820;AT3G61890;AT4G13290;AT4G39770;
pericycle	ATHB12	PIF5	10	829	451	0.899876	0.899876	1	1	AT1G19570;AT1G68620;AT2G30860;AT2G40900;AT3G51820;AT3G57540;AT3G61890;AT4G13290;AT4G15990;AT4G39770;
pericycle	ATHB12	RAP2.3	14	773	451	0.44119	0.627908	1	1	AT1G15380;AT1G19570;AT1G21100;AT1G31050;AT2G01530;AT3G12580;AT3G18280;AT3G52840;AT3G60490;AT3G61220;AT4G13290;AT4G15990;AT5G10625;AT5G13080;
pericycle	ATHB12	RAP2.3_2	18	755	451	0.0949957	0.474979	1	1	AT1G15380;AT1G19570;AT1G21100;AT1G31050;AT1G33700;AT3G02885;AT3G12580;AT3G18280;AT3G21690;AT3G51820;AT3G52840;AT3G60490;AT3G61890;AT4G13290;AT4G15990;AT5G03610;AT5G04950;AT5G10625;
pericycle	ATHB12	RAP2.3_3ARY	18	752	451	0.0924094	0.462047	1	1	AT1G15380;AT1G19570;AT1G21100;AT1G31050;AT2G01530;AT3G02885;AT3G18280;AT3G21690;AT3G51820;AT3G52840;AT3G57540;AT3G60490;AT4G13290;AT4G15990;AT4G28250;AT5G03610;AT5G10625;AT5G62360;
pericycle	ATHB12	RAP2.6	12	762	451	0.645324	0.645324	1	1	AT1G15380;AT1G19570;AT1G21100;AT1G31050;AT3G18280;AT3G60490;AT3G61220;AT4G13290;AT4G15990;AT4G28250;AT5G10625;AT5G13080;
pericycle	ATHB12	RAP2.6_2	20	831	451	0.076117	0.456702	1	1	AT1G21100;AT1G28570;AT1G31050;AT1G33700;AT2G40900;AT3G02885;AT3G18280;AT3G21690;AT3G51820;AT3G52840;AT3G57540;AT3G60490;AT3G61890;AT3G62040;AT4G15990;AT4G27830;AT4G39770;AT5G03610;AT5G04950;AT5G10625;
pericycle	ATHB12	RAP2.6_3ARY	14	721	451	0.342575	0.627908	1	1	AT1G11330;AT1G19570;AT1G21100;AT1G33700;AT3G02885;AT3G12580;AT3G57540;AT3G60490;AT4G13290;AT4G28250;AT5G10625;AT5G43150;AT5G52310;AT5G62360;
pericycle	ATHB12	REM1	16	834	451	0.344712	0.627908	1	1	AT1G14720;AT1G20823;AT1G60680;AT2G46660;AT3G15990;AT3G18280;AT3G25560;AT3G47620;AT3G57540;AT4G13770;AT4G15990;AT4G30460;AT4G33770;AT5G03610;AT5G26742;AT5G62360;
pericycle	ATHB12	REM1_2	18	834	451	0.179419	0.60289	1	1	AT1G11330;AT1G15380;AT1G31050;AT1G45201;AT1G60680;AT2G29970;AT2G36650;AT2G41480;AT3G62040;AT4G15990;AT4G19810;AT4G31910;AT4G37730;AT5G13080;AT5G19530;AT5G44550;AT5G52310;AT5G59080;
pericycle	ATHB12	RRTF1	14	762	451	0.420173	0.627908	1	1	AT1G15380;AT1G19570;AT1G21100;AT1G31050;AT2G01520;AT3G12580;AT3G18280;AT3G60490;AT3G61220;AT4G15990;AT4G33770;AT5G10625;AT5G13080;AT5G19530;
pericycle	ATHB12	RRTF1_2	18	750	451	0.0907106	0.460729	1	1	AT1G15380;AT1G19570;AT1G21100;AT1G31050;AT1G33700;AT1G45201;AT3G18280;AT3G21690;AT3G51820;AT3G52840;AT3G57540;AT3G60490;AT4G13290;AT4G15990;AT5G03610;AT5G04950;AT5G10625;AT5G63850;
pericycle	ATHB12	RRTF1_3ARY	15	751	451	0.297022	0.627908	1	1	AT1G15380;AT1G19570;AT1G21100;AT1G31050;AT1G45201;AT3G18280;AT3G21690;AT3G52840;AT3G60490;AT3G61220;AT4G13290;AT4G15990;AT4G39770;AT5G03610;AT5G10625;
pericycle	ATHB12	RVE1	21	820	451	0.0417983	0.334387	1	1	AT1G12200;AT1G14720;AT1G27030;AT1G30760;AT1G69850;AT2G02130;AT2G29970;AT2G30860;AT3G02885;AT3G21690;AT4G00940;AT4G19810;AT4G27830;AT5G02600;AT5G10625;AT5G13080;AT5G26742;AT5G43150;AT5G50720;AT5G57685;AT5G62360;
pericycle	ATHB12	RVE1_2	17	904	451	0.368272	0.627908	1	1	AT1G14720;AT1G15550;AT1G18880;AT1G21100;AT1G78580;AT2G29970;AT2G30860;AT2G40390;AT4G00940;AT4G11960;AT4G28250;AT5G10625;AT5G43150;AT5G50720;AT5G57685;AT5G62360;AT5G63850;
pericycle	ATHB12	SPL1	11	793	451	0.792505	0.792505	1	1	AT1G15550;AT1G19570;AT1G45201;AT2G20100;AT2G41480;AT3G02885;AT3G57540;AT4G30460;AT5G03610;AT5G10625;AT5G13080;
pericycle	ATHB12	SPL1_2	13	830	451	0.655788	0.655788	1	1	AT1G15550;AT1G19570;AT1G45201;AT1G72810;AT2G20100;AT3G02885;AT3G57540;AT4G00940;AT4G30460;AT4G31910;AT5G10625;AT5G13080;AT5G43150;
pericycle	ATHB12	SPL7	17	797	451	0.200441	0.60289	1	1	AT1G15550;AT1G19570;AT1G27030;AT1G31050;AT1G45201;AT1G80340;AT2G01520;AT2G36650;AT3G02885;AT3G52840;AT3G60490;AT3G61890;AT4G15990;AT4G30460;AT4G31910;AT5G13080;AT5G19530;
pericycle	ATHB12	STY1	10	745	451	0.815984	0.815984	1	1	AT1G28570;AT1G45201;AT1G72810;AT2G20100;AT2G30540;AT4G15990;AT4G33770;AT4G37730;AT5G01740;AT5G10210;
pericycle	ATHB12	STY1_2	17	856	451	0.288698	0.627908	1	1	AT1G31050;AT1G45201;AT1G67110;AT1G69850;AT1G80340;AT2G01530;AT2G29970;AT2G30540;AT2G36650;AT2G40390;AT3G21690;AT3G57540;AT3G62040;AT4G00940;AT4G13290;AT5G01740;AT5G63850;
pericycle	ATHB12	TCP15	18	809	451	0.149367	0.597468	1	1	AT1G19570;AT1G21100;AT1G33700;AT2G01520;AT2G28250;AT2G30860;AT3G02885;AT3G18280;AT3G21690;AT3G47620;AT3G51820;AT3G60490;AT3G61890;AT4G00940;AT4G28250;AT4G39770;AT5G10625;AT5G52310;
pericycle	ATHB12	TCP16	17	838	451	0.260411	0.627908	1	1	AT1G19570;AT1G21100;AT1G31050;AT1G78580;AT2G28250;AT2G30860;AT2G40900;AT3G21690;AT3G47620;AT3G51820;AT3G60490;AT3G61890;AT4G00940;AT4G30460;AT4G39770;AT5G26742;AT5G59080;
pericycle	ATHB12	TCP23	20	793	451	0.05244	0.36708	1	1	AT1G19570;AT1G21100;AT1G33700;AT2G01520;AT2G26170;AT2G28250;AT2G30540;AT2G30860;AT3G02885;AT3G18280;AT3G21690;AT3G25560;AT3G47620;AT3G51820;AT3G60490;AT3G61890;AT4G00940;AT4G28250;AT4G39770;AT5G10625;
pericycle	ATHB12	TGA2	19	837	451	0.124076	0.52875	1	1	AT1G11330;AT1G30760;AT1G60680;AT1G68620;AT1G69850;AT1G78580;AT1G80340;AT2G20100;AT3G21690;AT3G52840;AT3G57540;AT3G60490;AT3G61220;AT4G13770;AT4G28250;AT4G33770;AT5G19530;AT5G43150;AT5G52310;
pericycle	ATHB12	TGA2_2	16	760	451	0.223872	0.627908	1	1	AT1G15380;AT1G19570;AT1G60680;AT1G68620;AT1G78580;AT2G40900;AT3G02885;AT3G57540;AT3G60490;AT3G61220;AT4G00940;AT4G19810;AT4G33770;AT5G43150;AT5G57685;AT5G65970;
pericycle	ATHB12	TOE1	10	775	451	0.850622	0.850622	1	1	AT1G12200;AT1G27030;AT1G68620;AT3G57540;AT4G30460;AT4G31910;AT4G39770;AT5G01740;AT5G03610;AT5G65970;
pericycle	ATHB12	TOE1_2	14	787	451	0.467886	0.627908	1	1	AT1G15380;AT1G19570;AT1G31050;AT1G33700;AT1G60680;AT1G80340;AT2G01520;AT2G20100;AT2G36650;AT3G02885;AT3G61890;AT4G28250;AT4G30460;AT5G45350;
pericycle	ATHB12	TOE1_3ARY	14	799	451	0.490641	0.627908	1	1	AT1G14720;AT1G15380;AT1G20823;AT1G27030;AT2G01520;AT2G01530;AT2G17840;AT2G36650;AT3G47620;AT3G52840;AT3G61220;AT4G30460;AT5G19530;AT5G45350;
pericycle	ATHB12	TOE2	10	756	451	0.829329	0.829329	1	1	AT1G12200;AT1G27030;AT1G68620;AT2G20100;AT3G57540;AT3G61890;AT4G31910;AT4G39770;AT5G01740;AT5G03610;
pericycle	ATHB12	TOE2_2	12	773	451	0.664525	0.664525	1	1	AT1G15380;AT1G19570;AT1G33700;AT1G60680;AT1G80340;AT2G01520;AT2G20100;AT2G36650;AT4G37730;AT5G03610;AT5G10210;AT5G45350;
pericycle	ATHB12	TOE2_3ARY	16	803	451	0.291991	0.627908	1	1	AT1G14720;AT1G15380;AT1G27030;AT1G69850;AT1G72810;AT2G01520;AT2G01530;AT2G17840;AT2G30860;AT3G52840;AT3G61220;AT4G31910;AT5G19530;AT5G20830;AT5G28510;AT5G45350;
pericycle	ATHB12	WOX13	0	8	451	0.00724105	0.139998	1	1	
pericycle	ATHB12	WOX13_2	13	859	451	0.7026	0.7026	1	1	AT1G12200;AT1G15380;AT1G21100;AT2G20100;AT2G40390;AT3G02885;AT3G21690;AT3G52840;AT3G61890;AT4G37730;AT5G50720;AT5G52310;AT5G62360;
pericycle	ATHB12	WRKY12	14	711	451	0.324066	0.627908	1	1	AT1G18880;AT1G31050;AT2G28250;AT2G30860;AT3G15990;AT3G18280;AT3G21690;AT3G47620;AT3G57540;AT4G13770;AT4G31910;AT4G33770;AT5G03610;AT5G65970;
pericycle	ATHB12	WRKY18	14	770	451	0.435459	0.627908	1	1	AT1G18880;AT1G20823;AT1G31050;AT2G01520;AT2G26170;AT2G28250;AT2G30860;AT2G36650;AT3G15990;AT4G11960;AT4G13770;AT5G03610;AT5G20830;AT5G65970;
pericycle	ATHB12	WRKY38	13	687	451	0.385078	0.627908	1	1	AT1G20823;AT1G21100;AT2G28250;AT2G30860;AT3G18280;AT3G21690;AT3G47620;AT3G57540;AT4G11960;AT4G13770;AT4G31910;AT5G03610;AT5G65970;
pericycle	ATHB12	WRKY45	10	718	451	0.779954	0.779954	1	1	AT1G21100;AT2G28250;AT3G15990;AT3G18280;AT3G21690;AT3G47620;AT3G57540;AT5G03610;AT5G44550;AT5G65970;
pericycle	ATHB12	YAB1	11	425	451	0.111057	0.52875	1	1	AT1G20823;AT1G80340;AT2G01950;AT2G46660;AT3G51820;AT3G62040;AT4G11960;AT4G39770;AT5G04950;AT5G28510;AT5G43150;
pericycle	ATHB12	YAB5	2	164	451	0.769922	0.769922	1	1	AT4G30460;AT5G13080;
pericycle	ATHB12	ZAT14	21	889	451	0.0816957	0.460729	1	1	AT1G11330;AT1G12200;AT1G67110;AT2G01520;AT2G01950;AT2G02130;AT2G17840;AT2G28250;AT2G40390;AT3G02885;AT3G15353;AT3G15990;AT3G18280;AT4G00940;AT4G13770;AT4G19810;AT4G31910;AT5G02600;AT5G03610;AT5G19530;AT5G45350;
pericycle	ATHB12	ZAT18	23	872	451	0.0257368	0.257392	1	1	AT1G11330;AT1G28570;AT1G67110;AT1G68620;AT1G69850;AT2G01530;AT2G02130;AT2G40900;AT3G03270;AT3G15353;AT3G18280;AT3G51820;AT3G60490;AT4G00940;AT4G19810;AT4G27830;AT4G28250;AT4G30460;AT4G37730;AT5G01740;AT5G03610;AT5G10625;AT5G19530;
pericycle	ATHB12	ZAT2	8	823	451	0.970853	0.970853	1	1	AT1G60680;AT1G63030;AT1G67110;AT2G01530;AT2G40390;AT2G46660;AT3G61890;AT4G15990;
pericycle	ATHB12	ZAT6	23	917	451	0.0417185	0.333748	1	1	AT1G14720;AT1G15380;AT1G20823;AT1G30760;AT1G45201;AT1G60680;AT1G67110;AT1G68620;AT1G69850;AT1G72810;AT1G78580;AT2G01950;AT2G26170;AT2G36120;AT2G40900;AT3G23340;AT3G60490;AT5G01740;AT5G03610;AT5G10625;AT5G26742;AT5G59080;AT5G62360;
pericycle	ATHB51	BZIP60	14	831	451	0.550204	0.627908	1	1	AT1G15380;AT1G30760;AT1G62710;AT1G67710;AT1G74660;AT2G18560;AT2G28780;AT3G60490;AT3G62700;AT5G04370;AT5G05250;AT5G19530;AT5G22090;AT5G56460;
pericycle	ATHB51	BZIP60_2	18	783	451	0.121347	0.52875	1	1	AT1G07240;AT1G07590;AT1G11460;AT1G15380;AT1G53440;AT1G63180;AT1G67710;AT1G71960;AT2G18560;AT2G28780;AT3G45960;AT3G60490;AT3G61890;AT4G25490;AT4G30460;AT5G04370;AT5G05250;AT5G10180;
pericycle	ATHB51	CCA1	24	987	451	0.0510257	0.361775	1	1	AT1G07240;AT1G22710;AT1G27030;AT1G30760;AT1G32450;AT1G63180;AT1G63720;AT1G71960;AT1G78120;AT2G02100;AT2G16050;AT2G16700;AT2G22330;AT2G33830;AT2G46630;AT3G02885;AT3G08040;AT3G21770;AT4G04640;AT4G25490;AT4G27830;AT4G36410;AT5G10180;AT5G26742;
pericycle	ATHB51	CCA1_2	15	795	451	0.375477	0.627908	1	1	AT1G15550;AT1G31050;AT1G43650;AT1G45201;AT1G64590;AT2G01950;AT2G22330;AT2G28780;AT2G43910;AT3G44260;AT4G04640;AT4G25490;AT5G04370;AT5G07030;AT5G19530;
pericycle	ATHB51	DAG2	29	893	451	0.0007267	0.0377884	0.327742	1	AT1G15380;AT1G22065;AT1G22710;AT1G56230;AT1G63180;AT1G63720;AT1G67710;AT1G71960;AT1G78120;AT2G01950;AT2G02100;AT2G16050;AT2G24762;AT2G26170;AT2G29660;AT2G33830;AT2G43910;AT2G44940;AT2G46630;AT3G08040;AT3G25560;AT4G20270;AT4G25490;AT5G07030;AT5G15830;AT5G19140;AT5G19530;AT5G35732;AT5G42030;
pericycle	ATHB51	DDF1	14	681	451	0.270266	0.627908	1	1	AT1G14040;AT1G53440;AT1G56230;AT1G62710;AT1G78120;AT2G16700;AT2G44940;AT4G27830;AT4G30460;AT4G36410;AT4G37300;AT5G35732;AT5G62350;AT5G63600;
pericycle	ATHB51	DEAR3	7	647	451	0.925103	0.925103	1	1	AT1G15380;AT1G31050;AT1G45201;AT1G53440;AT2G18560;AT3G50700;AT3G60490;
pericycle	ATHB51	DEAR3_2	11	680	451	0.607365	0.627908	1	1	AT1G14040;AT1G53440;AT1G78060;AT2G28780;AT2G44940;AT3G45960;AT3G60490;AT3G61890;AT5G01740;AT5G40000;AT5G62350;
pericycle	ATHB51	DEAR4	13	702	451	0.414782	0.627908	1	1	AT1G11460;AT1G31050;AT1G45201;AT2G18560;AT2G28780;AT2G46630;AT3G45960;AT3G60490;AT4G27830;AT4G39770;AT5G01740;AT5G40000;AT5G62350;
pericycle	ATHB51	DEAR4_2	6	606	451	0.946561	0.946561	1	1	AT1G31050;AT1G45201;AT1G67710;AT2G18560;AT3G54390;AT3G60490;
pericycle	ATHB51	DOF5.7	22	699	451	0.00444423	0.106494	1	1	AT1G07590;AT1G15550;AT1G22065;AT1G22710;AT1G28570;AT1G30760;AT1G63180;AT1G63720;AT1G74660;AT1G77530;AT1G80820;AT2G03500;AT2G22330;AT2G26170;AT3G02885;AT3G25560;AT3G54390;AT4G20270;AT4G27830;AT5G01740;AT5G24310;AT5G56460;
pericycle	ATHB51	DOF5.7_2	11	779	451	0.773592	0.773592	1	1	AT1G11460;AT1G27030;AT2G16050;AT3G08040;AT3G61890;AT4G14580;AT4G25490;AT4G30450;AT5G10180;AT5G19140;AT5G35732;
pericycle	ATHB51	DREB2C	8	631	451	0.842901	0.842901	1	1	AT1G31050;AT2G18560;AT3G02885;AT3G60490;AT3G61890;AT4G14580;AT4G25490;AT4G37300;
pericycle	ATHB51	DREB2C_2	12	688	451	0.503478	0.627908	1	1	AT1G11460;AT1G31050;AT1G45201;AT2G18560;AT3G45960;AT3G60490;AT4G27830;AT4G39770;AT5G01740;AT5G40000;AT5G62350;AT5G63600;
pericycle	ATHB51	ERF1	9	661	451	0.793052	0.793052	1	1	AT1G31050;AT1G53440;AT1G56230;AT1G67710;AT2G18560;AT3G50700;AT3G60490;AT4G14580;AT4G25490;
pericycle	ATHB51	ETT	14	707	451	0.316732	0.627908	1	1	AT1G07240;AT1G20620;AT1G22065;AT1G31050;AT1G53440;AT2G28780;AT2G44940;AT3G50700;AT3G60490;AT4G27830;AT4G36410;AT4G37300;AT5G01740;AT5G07030;
pericycle	ATHB51	ETT_2	22	807	451	0.0208439	0.244591	1	1	AT1G14040;AT1G18880;AT1G53440;AT1G56230;AT1G62710;AT1G74660;AT1G77530;AT1G78120;AT2G16700;AT2G33830;AT2G46660;AT3G50700;AT3G60490;AT4G14580;AT4G37300;AT5G04370;AT5G07030;AT5G26742;AT5G42030;AT5G56460;AT5G62350;AT5G63600;
pericycle	ATHB51	GATA12	7	723	451	0.963814	0.963814	1	1	AT1G07240;AT1G20620;AT1G30760;AT1G63030;AT2G28780;AT2G46630;AT4G36410;
pericycle	ATHB51	GLK1	12	700	451	0.527674	0.627908	1	1	AT1G07240;AT1G15380;AT1G77530;AT2G24762;AT2G28780;AT2G39510;AT2G40390;AT3G02885;AT4G20270;AT4G30450;AT5G07030;AT5G40000;
pericycle	ATHB51	GLK1_2	8	749	451	0.941647	0.941647	1	1	AT1G07590;AT1G22065;AT1G30760;AT1G63720;AT3G02885;AT4G39770;AT5G19140;AT5G62350;
pericycle	ATHB51	HSFB2A	10	717	451	0.778529	0.778529	1	1	AT1G18880;AT1G32450;AT1G53440;AT1G63720;AT2G16050;AT3G08040;AT4G27830;AT5G04370;AT5G24310;AT5G24660;
pericycle	ATHB51	HSFB2A_2	19	736	451	0.0478472	0.361775	1	1	AT1G20620;AT1G31050;AT1G62380;AT1G63720;AT1G77530;AT1G80820;AT2G02100;AT2G24762;AT2G28780;AT3G25560;AT3G61890;AT4G14580;AT4G20270;AT4G27830;AT4G30460;AT5G04370;AT5G10180;AT5G19530;AT5G24660;
pericycle	ATHB51	HSFC1	18	778	451	0.116348	0.52875	1	1	AT1G20620;AT1G31050;AT1G56230;AT1G62380;AT1G63030;AT1G63720;AT1G77530;AT1G80820;AT2G02100;AT2G28780;AT3G23340;AT3G25560;AT4G14580;AT4G20270;AT4G27830;AT4G30460;AT5G04370;AT5G24660;
pericycle	ATHB51	HSFC1_2	6	678	451	0.974795	0.974795	1	1	AT1G32450;AT1G63720;AT2G03500;AT2G46630;AT4G27830;AT5G24660;
pericycle	ATHB51	ICU4	1	26	451	0.359514	0.627908	1	1	AT2G40390;
pericycle	ATHB51	KAN1	22	854	451	0.0358568	0.322712	1	1	AT1G07240;AT1G07590;AT1G15550;AT1G31050;AT1G32450;AT1G62710;AT2G37760;AT2G39510;AT2G40390;AT2G46660;AT3G25560;AT3G44260;AT3G62700;AT4G14580;AT4G25490;AT4G36410;AT4G39770;AT5G01740;AT5G04370;AT5G10180;AT5G24660;AT5G42030;
pericycle	ATHB51	KAN4	17	812	451	0.221585	0.627908	1	1	AT1G11460;AT1G18880;AT1G22065;AT1G62380;AT1G62710;AT1G63720;AT1G64590;AT1G74660;AT1G75540;AT2G37760;AT3G62700;AT4G22160;AT4G27830;AT5G04370;AT5G24660;AT5G35732;AT5G44350;
pericycle	ATHB51	KAN4_2	18	732	451	0.0763296	0.457977	1	1	AT1G18880;AT1G30760;AT1G31050;AT1G62380;AT1G62710;AT1G63720;AT1G64590;AT1G78120;AT2G01950;AT2G26170;AT2G39510;AT2G40390;AT2G43910;AT3G60490;AT4G36410;AT5G04370;AT5G24660;AT5G42030;
pericycle	ATHB51	LBD16	7	633	451	0.914932	0.914932	1	1	AT1G31710;AT1G53440;AT2G28780;AT3G25560;AT4G25490;AT4G30450;AT4G36410;
pericycle	ATHB51	MYB111	21	840	451	0.0514699	0.361775	1	1	AT1G18880;AT1G31710;AT1G56230;AT1G80820;AT2G18560;AT2G22330;AT2G24762;AT2G26170;AT2G29660;AT2G37760;AT2G42760;AT3G45960;AT3G50700;AT4G30450;AT5G05250;AT5G10180;AT5G19530;AT5G24310;AT5G35732;AT5G62350;AT5G63600;
pericycle	ATHB51	MYB111_2	21	855	451	0.0597062	0.414227	1	1	AT1G20620;AT1G22710;AT1G31710;AT1G56230;AT1G75540;AT2G22330;AT2G24762;AT2G26170;AT2G29660;AT2G42760;AT3G45960;AT3G50700;AT3G62700;AT4G27830;AT5G05250;AT5G19530;AT5G24310;AT5G35732;AT5G40000;AT5G62350;AT5G63600;
pericycle	ATHB51	MYB46	25	813	451	0.00339189	0.0915809	1	1	AT1G15550;AT1G18880;AT1G27030;AT1G31710;AT1G56230;AT2G02100;AT2G18560;AT2G22330;AT2G24762;AT2G26170;AT2G29660;AT2G37760;AT2G42760;AT3G45960;AT3G50700;AT3G62700;AT4G04640;AT4G30450;AT4G30460;AT4G36410;AT5G05250;AT5G24310;AT5G35732;AT5G62350;AT5G63600;
pericycle	ATHB51	MYB46_2	14	758	451	0.412535	0.627908	1	1	AT1G15380;AT1G22710;AT1G31050;AT1G77530;AT1G78120;AT2G22330;AT2G26170;AT2G39510;AT2G42760;AT2G43910;AT4G14580;AT4G27830;AT5G07030;AT5G24310;
pericycle	ATHB51	MYB52	9	635	451	0.753616	0.753616	1	1	AT1G18880;AT1G27030;AT1G78120;AT2G24762;AT3G02885;AT3G50700;AT3G54390;AT3G60490;AT5G35732;
pericycle	ATHB51	MYB52_2	20	846	451	0.087182	0.460729	1	1	AT1G18880;AT1G20620;AT1G31050;AT1G45201;AT1G56230;AT1G63030;AT1G63180;AT1G78120;AT2G01950;AT2G26170;AT2G42760;AT3G28050;AT3G45960;AT3G50700;AT3G54390;AT3G60490;AT3G62700;AT4G04640;AT4G27830;AT5G24310;
pericycle	ATHB51	MYB55	18	711	451	0.0615801	0.414227	1	1	AT1G18880;AT1G27030;AT1G31710;AT1G56230;AT2G02100;AT2G18560;AT2G22330;AT2G24762;AT2G26170;AT3G02885;AT3G50700;AT3G60490;AT4G27830;AT5G05250;AT5G24310;AT5G35732;AT5G62350;AT5G63600;
pericycle	ATHB51	MYB55_2	17	774	451	0.17002	0.60289	1	1	AT1G22710;AT1G31050;AT1G63030;AT2G22330;AT2G24762;AT2G26170;AT2G29660;AT2G33830;AT2G39510;AT2G42760;AT4G14580;AT4G27830;AT5G07030;AT5G19530;AT5G24310;AT5G24660;AT5G40000;
pericycle	ATHB51	MYB59	15	738	451	0.274826	0.627908	1	1	AT1G67710;AT2G18560;AT2G22330;AT2G26170;AT2G29660;AT2G42760;AT3G02885;AT4G04640;AT4G30450;AT4G30460;AT4G36410;AT5G05250;AT5G35732;AT5G62350;AT5G63600;
pericycle	ATHB51	MYC2	19	874	451	0.164044	0.60289	1	1	AT1G07590;AT1G11460;AT1G20620;AT1G45201;AT1G62710;AT1G63720;AT1G71960;AT2G29660;AT2G44940;AT3G61890;AT3G62700;AT4G22160;AT4G25490;AT4G37300;AT4G39770;AT5G04370;AT5G05250;AT5G19530;AT5G44350;
pericycle	ATHB51	MYC3	17	897	451	0.356385	0.627908	1	1	AT1G07590;AT1G11460;AT1G43650;AT1G62710;AT1G63720;AT1G71960;AT2G29660;AT2G44940;AT3G61890;AT3G62700;AT4G22160;AT4G25490;AT4G37300;AT4G39770;AT5G04370;AT5G05250;AT5G15830;
pericycle	ATHB51	MYC4	20	898	451	0.133387	0.533548	1	1	AT1G11460;AT1G20620;AT1G43650;AT1G45201;AT1G62710;AT1G63720;AT1G71960;AT2G22330;AT2G29660;AT2G43910;AT2G44940;AT3G61890;AT3G62700;AT4G22160;AT4G25490;AT4G37300;AT4G39770;AT5G04370;AT5G05250;AT5G44350;
pericycle	ATHB51	ORA47	12	713	451	0.553468	0.627908	1	1	AT1G07590;AT1G14040;AT1G31050;AT1G62710;AT1G78060;AT2G22330;AT3G23340;AT4G25490;AT4G27830;AT5G01740;AT5G62350;AT5G63600;
pericycle	ATHB51	ORA47_2	5	636	451	0.984299	0.984299	1	1	AT1G31050;AT1G53440;AT1G67710;AT3G60490;AT5G62350;
pericycle	ATHB51	PIF3	18	831	451	0.175658	0.60289	1	1	AT1G07590;AT1G14040;AT1G31050;AT1G71960;AT1G75540;AT2G22330;AT2G28780;AT2G29660;AT2G39510;AT2G44940;AT3G61890;AT4G25490;AT4G37300;AT4G39770;AT5G04370;AT5G05250;AT5G07030;AT5G15830;
pericycle	ATHB51	PIF4	14	848	451	0.580883	0.627908	1	1	AT1G62710;AT1G63720;AT1G71960;AT2G29660;AT2G44940;AT3G54390;AT3G61890;AT3G62700;AT4G22160;AT4G25490;AT4G37300;AT4G39770;AT5G04370;AT5G05250;
pericycle	ATHB51	PIF5	14	783	451	0.46027	0.627908	1	1	AT1G07590;AT1G63720;AT1G71960;AT2G18560;AT2G22330;AT2G28780;AT2G29660;AT2G44940;AT3G54390;AT3G61890;AT4G22160;AT4G25490;AT4G39770;AT5G05250;
pericycle	ATHB51	RAP2.3	10	621	451	0.611909	0.627908	1	1	AT1G14040;AT1G15380;AT1G31050;AT1G53440;AT1G56230;AT1G67710;AT2G18560;AT2G44940;AT3G60490;AT4G14580;
pericycle	ATHB51	RAP2.3_2	13	644	451	0.301879	0.627908	1	1	AT1G15380;AT1G31050;AT1G53440;AT1G56230;AT1G67710;AT2G18560;AT2G44940;AT3G02885;AT3G60490;AT3G61890;AT4G14580;AT4G25490;AT5G05250;
pericycle	ATHB51	RAP2.3_3ARY	11	617	451	0.477685	0.627908	1	1	AT1G15380;AT1G31050;AT1G53440;AT1G62710;AT1G67710;AT2G16700;AT2G44940;AT3G02885;AT3G60490;AT4G14580;AT4G25490;
pericycle	ATHB51	RAP2.6	9	623	451	0.733758	0.733758	1	1	AT1G14040;AT1G15380;AT1G31050;AT1G53440;AT1G56230;AT1G67710;AT2G18560;AT3G60490;AT4G25490;
pericycle	ATHB51	RAP2.6_2	14	676	451	0.26161	0.627908	1	1	AT1G14040;AT1G15380;AT1G31050;AT1G53440;AT1G56230;AT2G18560;AT3G02885;AT3G60490;AT3G61890;AT4G14580;AT4G27830;AT4G37300;AT4G39770;AT5G63600;
pericycle	ATHB51	RAP2.6_3ARY	9	656	451	0.785848	0.785848	1	1	AT1G15380;AT1G53440;AT2G44940;AT3G02885;AT3G60490;AT4G14580;AT4G37300;AT5G05250;AT5G62350;
pericycle	ATHB51	REM1	11	794	451	0.793811	0.793811	1	1	AT1G32450;AT1G63180;AT1G75540;AT1G78120;AT2G22330;AT2G46660;AT3G25560;AT3G45960;AT4G30460;AT5G26742;AT5G40000;
